game_nr;object;fixed indices;context condition;message
3761;[3. 0. 2. 1. 3.];[1. 1. 1. 1. 1.];0;[5, 4, 12, 7, 2, 0]
2494;[3. 0. 2. 1. 3.];[1. 1. 1. 1. 1.];1;[5, 4, 12, 7, 2, 0]
2198;[3. 0. 2. 1. 3.];[1. 1. 1. 1. 1.];2;[5, 4, 12, 7, 2, 0]
72711;[3. 0. 2. 1. 3.];[1. 1. 1. 1. 1.];3;[5, 4, 12, 7, 2, 0]
1624;[3. 0. 2. 1. 3.];[1. 1. 1. 1. 1.];4;[5, 4, 12, 7, 2, 0]
